PbTyp;PbNahmeDatum;Parameter;Einheiten;Wert Text;CAS;Gruppe;DauerPN_h;Q_m3_s;M_in_mg_L;Tage;Datum_Start;mg_pro_24h
WASSER;20.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.025;58955-93-4;Metabolite;24;1412.58;25;1;19.05.2013;25
WASSER;20.05.2013;Carbendazim;µg/L;0.007;10605-21-7;Pestizide;24;1412.58;7;1;19.05.2013;7
WASSER;20.05.2013;Clarithromycin;µg/L;0.004;81103-11-9;Arzneimittel;24;1412.58;4;1;19.05.2013;4
WASSER;20.05.2013;DEET;µg/L;0.012;134-62-3;Pestizide;24;1412.58;12;1;19.05.2013;12
WASSER;20.05.2013;Desaminometamitron;µg/L;0.013;36993-94-9;Metabolite;24;1412.58;13;1;19.05.2013;13
WASSER;20.05.2013;Diclofenac;µg/L;0.02;15307-79-6;Arzneimittel;24;1412.58;20;1;19.05.2013;20
WASSER;20.05.2013;Dimethenamid;µg/L;0.001;87674-68-8;Pestizide;24;1412.58;1;1;19.05.2013;1
WASSER;20.05.2013;Diuron;µg/L;0.008;330-54-1;Pestizide;24;1412.58;8;1;19.05.2013;8
WASSER;20.05.2013;Isoproturon;µg/L;0.005;34123-59-6;Pestizide;24;1412.58;5;1;19.05.2013;5
WASSER;20.05.2013;MCPA;µg/L;0.006;94-74-6;Pestizide;24;1412.58;6;1;19.05.2013;6
WASSER;20.05.2013;Mecoprop;µg/L;0.008;7085-19-0;Pestizide;24;1412.58;8;1;19.05.2013;8
WASSER;20.05.2013;Metformin;µg/L;0.33;657-24-9;Arzneimittel;24;1412.58;330;1;19.05.2013;330
WASSER;20.05.2013;Metolachlor;µg/L;0.006;51218-45-2;Pestizide;24;1412.58;6;1;19.05.2013;6
WASSER;20.05.2013;Metolachlor-ESA;µg/L;0.01;171118-09-5;Metabolite;24;1412.58;10;1;19.05.2013;10
WASSER;20.05.2013;Metoprolol;µg/L;0.01;37350-58-6;Arzneimittel;24;1412.58;10;1;19.05.2013;10
WASSER;20.05.2013;N,N-Didesvenlafaxin;µg/L;0.15;93413-77-5;Metabolite;24;1412.58;150;1;19.05.2013;150
WASSER;20.05.2013;Sulfamethoxazol;µg/L;0.013;723-46-6;Arzneimittel;24;1412.58;13;1;19.05.2013;13
WASSER;20.05.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.1;29385-43-1;Einzelstoffe;24;1412.58;100;1;19.05.2013;100
WASSER;20.05.2013;Summe Terbutryn und Prometryn;µg/L;0.002;KEINE NUMMER MOEGLICH;Pestizide;24;1412.58;2;1;19.05.2013;2
WASSER;20.05.2013;Terbuthylazin;µg/L;0.003;5915-41-3;Pestizide;24;1412.58;3;1;19.05.2013;3
WASSER;20.05.2013;Tizanidin;µg/L;0.022;51322-75-9;Arzneimittel;24;1412.58;22;1;19.05.2013;22
WASSER;20.05.2013;Toluol-4-sulfonsäure;µg/L;0.022;104-15-4;Einzelstoffe;24;1412.58;22;1;19.05.2013;22
WASSER;20.05.2013;Valsartan;µg/L;0.04;137862-53-4;Arzneimittel;24;1412.58;40;1;19.05.2013;40
WASSER;20.05.2013;Venlafaxin;µg/L;0.009;93413-69-5;Arzneimittel;24;1412.58;9;1;19.05.2013;9
WASSER;20.05.2013;Surfynol 104;µg/L;0.037;126-86-3;Einzelstoffe;24;1412.58;37;1;19.05.2013;37
WASSER;21.05.2013;Ammonium(N);mg/L;0.034;14798-03-9;Kationen;24;1410.26;0.034;1;20.05.2013;0.034
WASSER;21.05.2013;Galaxolid;µg/L;0.016;1222-05-5;Einzelstoffe;24;1410.26;16;1;20.05.2013;16
WASSER;21.05.2013;1,1,1-Trichlorethan;µg/L;0.001;71-55-6;LHKW;24;1410.26;1;1;20.05.2013;1
WASSER;21.05.2013;Chloroform;µg/L;0.028;67-66-3;LHKW;24;1410.26;28;1;20.05.2013;28
WASSER;21.05.2013;Tetrachlorethen;µg/L;0.015;127-18-4;LHKW;24;1410.26;15;1;20.05.2013;15
WASSER;21.05.2013;Tetrachlormethan;µg/L;0.001;56-23-5;LHKW;24;1410.26;1;1;20.05.2013;1
WASSER;21.05.2013;Trichlorethen;µg/L;0.004;79-01-6;LHKW;24;1410.26;4;1;20.05.2013;4
WASSER;03.06.2013;Quecksilber(gesamt);µg/L;0.01;7439-97-6;Metalle;336;1871.24;10;14;20.05.2013;0.714285714
WASSER;03.06.2013;Arsen(gesamt);µg/L;1.1;7440-38-2;Metalle;336;1871.24;1100;14;20.05.2013;78.57142857
WASSER;03.06.2013;Blei(gesamt);µg/L;2.1;7439-92-1;Metalle;336;1871.24;2100;14;20.05.2013;150
WASSER;03.06.2013;Cadmium(gesamt);µg/L;0.033;7440-43-9;Metalle;336;1871.24;33;14;20.05.2013;2.357142857
WASSER;03.06.2013;Chrom(gesamt);µg/L;0.67;7440-47-3;Metalle;336;1871.24;670;14;20.05.2013;47.85714286
WASSER;03.06.2013;Kupfer(gesamt);µg/L;2.6;7440-50-8;Metalle;336;1871.24;2600;14;20.05.2013;185.7142857
WASSER;03.06.2013;Nickel(gesamt);µg/L;1.4;7440-02-0;Metalle;336;1871.24;1400;14;20.05.2013;100
WASSER;03.06.2013;Zink(gesamt);µg/L;5.2;7440-66-6;Metalle;336;1871.24;5200;14;20.05.2013;371.4285714
WASSER;21.05.2013;4-Formylaminoantipyrin;µg/L;0.019;1672-58-8;Metabolite;24;1410.26;19;1;20.05.2013;19
WASSER;21.05.2013;Acesulfam;µg/L;0.9;33665-90-6;Suessstoffe;24;1410.26;900;1;20.05.2013;900
WASSER;21.05.2013;Atenololsäure;µg/L;0.035;56392-14-4;Metabolite;24;1410.26;35;1;20.05.2013;35
WASSER;21.05.2013;Atrazin;µg/L;0.005;1912-24-9;Pestizide;24;1410.26;5;1;20.05.2013;5
WASSER;21.05.2013;Benzotriazol;µg/L;0.2;95-14-7;Einzelstoffe;24;1410.26;200;1;20.05.2013;200
WASSER;21.05.2013;Carbamazepin;µg/L;0.019;298-46-4;Arzneimittel;24;1410.26;19;1;20.05.2013;19
WASSER;21.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.029;58955-93-4;Metabolite;24;1410.26;29;1;20.05.2013;29
WASSER;21.05.2013;Carbendazim;µg/L;0.006;10605-21-7;Pestizide;24;1410.26;6;1;20.05.2013;6
WASSER;21.05.2013;Cyclohexylsulfaminsäure;µg/L;0.029;100-88-9;Suessstoffe;24;1410.26;29;1;20.05.2013;29
WASSER;21.05.2013;DEET;µg/L;0.017;134-62-3;Pestizide;24;1410.26;17;1;20.05.2013;17
WASSER;21.05.2013;Desaminometamitron;µg/L;0.013;36993-94-9;Metabolite;24;1410.26;13;1;20.05.2013;13
WASSER;21.05.2013;Desethylatrazin;µg/L;0.007;6190-65-4;Metabolite;24;1410.26;7;1;20.05.2013;7
WASSER;21.05.2013;Diclofenac;µg/L;0.011;15307-79-6;Arzneimittel;24;1410.26;11;1;20.05.2013;11
WASSER;21.05.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;1410.26;7;1;20.05.2013;7
WASSER;21.05.2013;Isoproturon;µg/L;0.003;34123-59-6;Pestizide;24;1410.26;3;1;20.05.2013;3
WASSER;21.05.2013;Lamotrigin;µg/L;0.014;84057-84-1;Arzneimittel;24;1410.26;14;1;20.05.2013;14
WASSER;21.05.2013;Levetiracetam;µg/L;0.013;102767-28-2;Arzneimittel;24;1410.26;13;1;20.05.2013;13
WASSER;21.05.2013;MCPA;µg/L;0.006;94-74-6;Pestizide;24;1410.26;6;1;20.05.2013;6
WASSER;21.05.2013;Metformin;µg/L;0.34;657-24-9;Arzneimittel;24;1410.26;340;1;20.05.2013;340
WASSER;21.05.2013;Metolachlor;µg/L;0.006;51218-45-2;Pestizide;24;1410.26;6;1;20.05.2013;6
WASSER;21.05.2013;Metolachlor-ESA;µg/L;0.01;171118-09-5;Metabolite;24;1410.26;10;1;20.05.2013;10
WASSER;21.05.2013;Metoprolol;µg/L;0.008;37350-58-6;Arzneimittel;24;1410.26;8;1;20.05.2013;8
WASSER;21.05.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.13;83-15-8;Metabolite;24;1410.26;130;1;20.05.2013;130
WASSER;21.05.2013;Paracetamol;µg/L;0.015;103-90-2;Arzneimittel;24;1410.26;15;1;20.05.2013;15
WASSER;21.05.2013;Saccharin;µg/L;0.024;81-07-2;Suessstoffe;24;1410.26;24;1;20.05.2013;24
WASSER;21.05.2013;Sucralose;µg/L;0.089;56038-13-2;Suessstoffe;24;1410.26;89;1;20.05.2013;89
WASSER;21.05.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.089;KEINE NUMMER MOEGLICH;Metabolite;24;1410.26;89;1;20.05.2013;89
WASSER;21.05.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.017;KEINE NUMMER MOEGLICH;Arzneimittel;24;1410.26;17;1;20.05.2013;17
WASSER;21.05.2013;Summe Terbuthylazin und Propazin;µg/L;0.004;KEINE NUMMER MOEGLICH;Pestizide;24;1410.26;4;1;20.05.2013;4
WASSER;21.05.2013;Tetraglyme;µg/L;0.22;143-24-8;Einzelstoffe;24;1410.26;220;1;20.05.2013;220
WASSER;21.05.2013;Tizanidin;µg/L;0.006;51322-75-9;Arzneimittel;24;1410.26;6;1;20.05.2013;6
WASSER;21.05.2013;Triglyme;µg/L;0.027;112-49-2;Einzelstoffe;24;1410.26;27;1;20.05.2013;27
WASSER;21.05.2013;Triphenylphosphinoxid;µg/L;0.15;791-28-6;Einzelstoffe;24;1410.26;150;1;20.05.2013;150
WASSER;21.05.2013;Valsartan;µg/L;0.039;137862-53-4;Arzneimittel;24;1410.26;39;1;20.05.2013;39
WASSER;21.05.2013;Valsartansäure;µg/L;0.024;164265-78-5;Metabolite;24;1410.26;24;1;20.05.2013;24
WASSER;21.05.2013;Venlafaxin;µg/L;0.006;93413-69-5;Arzneimittel;24;1410.26;6;1;20.05.2013;6
WASSER;21.05.2013;2-Naphthalinsulfonsäure;µg/L;0.005;120-18-3;Einzelstoffe;24;1410.26;5;1;20.05.2013;5
WASSER;21.05.2013;Acesulfam;µg/L;0.82;33665-90-6;Suessstoffe;24;1410.26;820;1;20.05.2013;820
WASSER;21.05.2013;Atrazin;µg/L;0.005;1912-24-9;Pestizide;24;1410.26;5;1;20.05.2013;5
WASSER;21.05.2013;Azoxystrobinsäure;µg/L;0.001;131860-33-8;Metabolite;24;1410.26;1;1;20.05.2013;1
WASSER;21.05.2013;Benzotriazol;µg/L;0.18;95-14-7;Einzelstoffe;24;1410.26;180;1;20.05.2013;180
WASSER;21.05.2013;Carbamazepin;µg/L;0.021;298-46-4;Arzneimittel;24;1410.26;21;1;20.05.2013;21
WASSER;21.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.027;58955-93-4;Metabolite;24;1410.26;27;1;20.05.2013;27
WASSER;21.05.2013;Carbendazim;µg/L;0.006;10605-21-7;Pestizide;24;1410.26;6;1;20.05.2013;6
WASSER;21.05.2013;Clarithromycin;µg/L;0.004;81103-11-9;Arzneimittel;24;1410.26;4;1;20.05.2013;4
WASSER;21.05.2013;DEET;µg/L;0.02;134-62-3;Pestizide;24;1410.26;20;1;20.05.2013;20
WASSER;21.05.2013;Desaminometamitron;µg/L;0.012;36993-94-9;Metabolite;24;1410.26;12;1;20.05.2013;12
WASSER;21.05.2013;Desethylatrazin;µg/L;0.006;6190-65-4;Metabolite;24;1410.26;6;1;20.05.2013;6
WASSER;21.05.2013;Diclofenac;µg/L;0.021;15307-79-6;Arzneimittel;24;1410.26;21;1;20.05.2013;21
WASSER;21.05.2013;Dimethenamid;µg/L;0.001;87674-68-8;Pestizide;24;1410.26;1;1;20.05.2013;1
WASSER;21.05.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;1410.26;7;1;20.05.2013;7
WASSER;21.05.2013;Isoproturon;µg/L;0.004;34123-59-6;Pestizide;24;1410.26;4;1;20.05.2013;4
WASSER;21.05.2013;MCPA;µg/L;0.006;94-74-6;Pestizide;24;1410.26;6;1;20.05.2013;6
WASSER;21.05.2013;Mecoprop;µg/L;0.007;7085-19-0;Pestizide;24;1410.26;7;1;20.05.2013;7
WASSER;21.05.2013;Metformin;µg/L;0.35;657-24-9;Arzneimittel;24;1410.26;350;1;20.05.2013;350
WASSER;21.05.2013;Metolachlor;µg/L;0.006;51218-45-2;Pestizide;24;1410.26;6;1;20.05.2013;6
WASSER;21.05.2013;Metolachlor-ESA;µg/L;0.009;171118-09-5;Metabolite;24;1410.26;9;1;20.05.2013;9
WASSER;21.05.2013;Metoprolol;µg/L;0.009;37350-58-6;Arzneimittel;24;1410.26;9;1;20.05.2013;9
WASSER;21.05.2013;N,N-Didesvenlafaxin;µg/L;0.2;93413-77-5;Metabolite;24;1410.26;200;1;20.05.2013;200
WASSER;21.05.2013;Sulfamethoxazol;µg/L;0.013;723-46-6;Arzneimittel;24;1410.26;13;1;20.05.2013;13
WASSER;21.05.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.092;29385-43-1;Einzelstoffe;24;1410.26;92;1;20.05.2013;92
WASSER;21.05.2013;Summe Terbutryn und Prometryn;µg/L;0.002;KEINE NUMMER MOEGLICH;Pestizide;24;1410.26;2;1;20.05.2013;2
WASSER;21.05.2013;Terbuthylazin;µg/L;0.005;5915-41-3;Pestizide;24;1410.26;5;1;20.05.2013;5
WASSER;21.05.2013;Tizanidin;µg/L;0.012;51322-75-9;Arzneimittel;24;1410.26;12;1;20.05.2013;12
WASSER;21.05.2013;Toluol-4-sulfonsäure;µg/L;0.017;104-15-4;Einzelstoffe;24;1410.26;17;1;20.05.2013;17
WASSER;21.05.2013;Valsartan;µg/L;0.04;137862-53-4;Arzneimittel;24;1410.26;40;1;20.05.2013;40
WASSER;21.05.2013;Venlafaxin;µg/L;0.009;93413-69-5;Arzneimittel;24;1410.26;9;1;20.05.2013;9
WASSER;21.05.2013;Surfynol 104;µg/L;0.037;126-86-3;Einzelstoffe;24;1410.26;37;1;20.05.2013;37
WASSER;04.06.2013;Bromid;mg/L;0.059;24959-67-9;Anionen;336;1968.8;0.059;14;21.05.2013;0.004214286
WASSER;04.06.2013;Chlorid;mg/L;9;16887-00-6;Anionen;336;1968.8;9;14;21.05.2013;0.642857143
WASSER;04.06.2013;Fluorid;mg/L;0.075;16984-48-8;Anionen;336;1968.8;0.075;14;21.05.2013;0.005357143
WASSER;04.06.2013;Nitrat(N);mg/L;1.23;14797-55-8;Anionen;336;1968.8;1.23;14;21.05.2013;0.087857143
WASSER;04.06.2013;Nitrit(N);mg/L;0.01;14797-65-0;Anionen;336;1968.8;0.01;14;21.05.2013;0.000714286
WASSER;04.06.2013;o-Phosphat(P)(gelöst-IC);mg/L;0.012;14265-44-2;Anionen;336;1968.8;0.012;14;21.05.2013;0.000857143
WASSER;04.06.2013;Sulfat;mg/L;21.5;14808-79-8;Anionen;336;1968.8;21.5;14;21.05.2013;1.535714286
WASSER;04.06.2013;Phosphor(gesamt);mg/L;0.113;7723-14-0;Summenparameter;336;1968.8;0.113;14;21.05.2013;0.008071429
WASSER;04.06.2013;Calcium(gesamt);mg/L;67.6;7440-70-2;Kationen;336;1968.8;67.6;14;21.05.2013;4.828571429
WASSER;04.06.2013;Kalium(gesamt);mg/L;1.64;07.09.7440;Kationen;336;1968.8;1.64;14;21.05.2013;0.117142857
WASSER;04.06.2013;Magnesium(gesamt);mg/L;7.9;7439-95-4;Kationen;336;1968.8;7.9;14;21.05.2013;0.564285714
WASSER;04.06.2013;Natrium(gesamt);mg/L;6.9;7440-23-5;Kationen;336;1968.8;6.9;14;21.05.2013;0.492857143
WASSER;04.06.2013;Kieselsäure frei (Si);mg/L;1.5;;Anionen;336;1968.8;1.5;14;21.05.2013;0.107142857
WASSER;22.05.2013;1,1,1-Trichlorethan;µg/L;0.001;71-55-6;LHKW;24;1471.58;1;1;21.05.2013;1
WASSER;22.05.2013;Chloroform;µg/L;0.028;67-66-3;LHKW;24;1471.58;28;1;21.05.2013;28
WASSER;22.05.2013;Dichlormethan;µg/L;0.061;75-09-2;LHKW;24;1471.58;61;1;21.05.2013;61
WASSER;22.05.2013;Tetrachlorethen;µg/L;0.013;127-18-4;LHKW;24;1471.58;13;1;21.05.2013;13
WASSER;22.05.2013;Tetrachlormethan;µg/L;0.001;56-23-5;LHKW;24;1471.58;1;1;21.05.2013;1
WASSER;22.05.2013;Trichlorethen;µg/L;0.005;79-01-6;LHKW;24;1471.58;5;1;21.05.2013;5
WASSER;04.06.2013;o-Phosphat(P)(DRP);mg/L;0.012;14265-44-2;Anionen;336;1968.8;0.012;14;21.05.2013;0.000857143
WASSER;22.05.2013;4-Formylaminoantipyrin;µg/L;0.018;1672-58-8;Metabolite;24;1471.58;18;1;21.05.2013;18
WASSER;22.05.2013;4-Trifluormethyl-phenol;µg/L;0.013;402-45-9;Einzelstoffe;24;1471.58;13;1;21.05.2013;13
WASSER;22.05.2013;Acesulfam;µg/L;0.84;33665-90-6;Suessstoffe;24;1471.58;840;1;21.05.2013;840
WASSER;22.05.2013;Atenololsäure;µg/L;0.042;56392-14-4;Metabolite;24;1471.58;42;1;21.05.2013;42
WASSER;22.05.2013;Benzotriazol;µg/L;0.16;95-14-7;Einzelstoffe;24;1471.58;160;1;21.05.2013;160
WASSER;22.05.2013;Carbamazepin;µg/L;0.014;298-46-4;Arzneimittel;24;1471.58;14;1;21.05.2013;14
WASSER;22.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.023;58955-93-4;Metabolite;24;1471.58;23;1;21.05.2013;23
WASSER;22.05.2013;Carbendazim;µg/L;0.012;10605-21-7;Pestizide;24;1471.58;12;1;21.05.2013;12
WASSER;22.05.2013;Cyclohexylsulfaminsäure;µg/L;0.049;100-88-9;Suessstoffe;24;1471.58;49;1;21.05.2013;49
WASSER;22.05.2013;DEET;µg/L;0.011;134-62-3;Pestizide;24;1471.58;11;1;21.05.2013;11
WASSER;22.05.2013;Desaminometamitron;µg/L;0.01;36993-94-9;Metabolite;24;1471.58;10;1;21.05.2013;10
WASSER;22.05.2013;Desethylatrazin;µg/L;0.006;6190-65-4;Metabolite;24;1471.58;6;1;21.05.2013;6
WASSER;22.05.2013;Diclofenac;µg/L;0.016;15307-79-6;Arzneimittel;24;1471.58;16;1;21.05.2013;16
WASSER;22.05.2013;Diuron;µg/L;0.007;330-54-1;Pestizide;24;1471.58;7;1;21.05.2013;7
WASSER;22.05.2013;Hydrochlorothiazid;µg/L;0.013;58-93-5;Arzneimittel;24;1471.58;13;1;21.05.2013;13
WASSER;22.05.2013;Isoproturon;µg/L;0.003;34123-59-6;Pestizide;24;1471.58;3;1;21.05.2013;3
WASSER;22.05.2013;Lamotrigin;µg/L;0.014;84057-84-1;Arzneimittel;24;1471.58;14;1;21.05.2013;14
WASSER;22.05.2013;Levetiracetam;µg/L;0.014;102767-28-2;Arzneimittel;24;1471.58;14;1;21.05.2013;14
WASSER;22.05.2013;Metformin;µg/L;0.37;657-24-9;Arzneimittel;24;1471.58;370;1;21.05.2013;370
WASSER;22.05.2013;Metolachlor-ESA;µg/L;0.009;171118-09-5;Metabolite;24;1471.58;9;1;21.05.2013;9
WASSER;22.05.2013;Metoprolol;µg/L;0.008;37350-58-6;Arzneimittel;24;1471.58;8;1;21.05.2013;8
WASSER;22.05.2013;N-Acetyl-4-aminoantipyrin;µg/L;0.14;83-15-8;Metabolite;24;1471.58;140;1;21.05.2013;140
WASSER;22.05.2013;Paracetamol;µg/L;0.021;103-90-2;Arzneimittel;24;1471.58;21;1;21.05.2013;21
WASSER;22.05.2013;Saccharin;µg/L;0.028;81-07-2;Suessstoffe;24;1471.58;28;1;21.05.2013;28
WASSER;22.05.2013;Sitagliptin;µg/L;0.01;486460-32-6;Arzneimittel;24;1471.58;10;1;21.05.2013;10
WASSER;22.05.2013;Sucralose;µg/L;0.074;56038-13-2;Suessstoffe;24;1471.58;74;1;21.05.2013;74
WASSER;22.05.2013;Summe 5-Methyl-Benzotriazol und 4-Methyl-Benzotriazol und 1-Methylbenzotriazol und 2-Aminobenzimidazol;µg/L;0.098;KEINE NUMMER MOEGLICH;Metabolite;24;1471.58;98;1;21.05.2013;98
WASSER;22.05.2013;Summe O-Desvenlafaxin und N-Desvenlafaxin und Tramadol;µg/L;0.015;KEINE NUMMER MOEGLICH;Arzneimittel;24;1471.58;15;1;21.05.2013;15
WASSER;22.05.2013;Tetraglyme;µg/L;0.34;143-24-8;Einzelstoffe;24;1471.58;340;1;21.05.2013;340
WASSER;22.05.2013;Tizanidin;µg/L;0.006;51322-75-9;Arzneimittel;24;1471.58;6;1;21.05.2013;6
WASSER;22.05.2013;Toluol-4-sulfonsäure;µg/L;0.007;104-15-4;Einzelstoffe;24;1471.58;7;1;21.05.2013;7
WASSER;22.05.2013;Triglyme;µg/L;0.026;112-49-2;Einzelstoffe;24;1471.58;26;1;21.05.2013;26
WASSER;22.05.2013;Triphenylphosphinoxid;µg/L;0.061;791-28-6;Einzelstoffe;24;1471.58;61;1;21.05.2013;61
WASSER;22.05.2013;Valsartan;µg/L;0.037;137862-53-4;Arzneimittel;24;1471.58;37;1;21.05.2013;37
WASSER;22.05.2013;Valsartansäure;µg/L;0.035;164265-78-5;Metabolite;24;1471.58;35;1;21.05.2013;35
WASSER;22.05.2013;Venlafaxin;µg/L;0.006;93413-69-5;Arzneimittel;24;1471.58;6;1;21.05.2013;6
WASSER;22.05.2013;2-Naphthalinsulfonsäure;µg/L;0.005;120-18-3;Einzelstoffe;24;1471.58;5;1;21.05.2013;5
WASSER;22.05.2013;Acesulfam;µg/L;0.79;33665-90-6;Suessstoffe;24;1471.58;790;1;21.05.2013;790
WASSER;22.05.2013;Atrazin;µg/L;0.006;1912-24-9;Pestizide;24;1471.58;6;1;21.05.2013;6
WASSER;22.05.2013;Azoxystrobinsäure;µg/L;0.001;131860-33-8;Metabolite;24;1471.58;1;1;21.05.2013;1
WASSER;22.05.2013;Benzotriazol;µg/L;0.18;95-14-7;Einzelstoffe;24;1471.58;180;1;21.05.2013;180
WASSER;22.05.2013;Carbamazepin;µg/L;0.019;298-46-4;Arzneimittel;24;1471.58;19;1;21.05.2013;19
WASSER;22.05.2013;Carbamazepin-10,11-dihydro-10,11-dihydroxy;µg/L;0.026;58955-93-4;Metabolite;24;1471.58;26;1;21.05.2013;26
WASSER;22.05.2013;Carbendazim;µg/L;0.014;10605-21-7;Pestizide;24;1471.58;14;1;21.05.2013;14
WASSER;22.05.2013;Clarithromycin;µg/L;0.004;81103-11-9;Arzneimittel;24;1471.58;4;1;21.05.2013;4
WASSER;22.05.2013;DEET;µg/L;0.014;134-62-3;Pestizide;24;1471.58;14;1;21.05.2013;14
WASSER;22.05.2013;Desaminometamitron;µg/L;0.009;36993-94-9;Metabolite;24;1471.58;9;1;21.05.2013;9
WASSER;22.05.2013;Desethylatrazin;µg/L;0.005;6190-65-4;Metabolite;24;1471.58;5;1;21.05.2013;5
WASSER;22.05.2013;Diclofenac;µg/L;0.026;15307-79-6;Arzneimittel;24;1471.58;26;1;21.05.2013;26
WASSER;22.05.2013;Dimethenamid;µg/L;0.001;87674-68-8;Pestizide;24;1471.58;1;1;21.05.2013;1
WASSER;22.05.2013;Diuron;µg/L;0.005;330-54-1;Pestizide;24;1471.58;5;1;21.05.2013;5
WASSER;22.05.2013;Isoproturon;µg/L;0.004;34123-59-6;Pestizide;24;1471.58;4;1;21.05.2013;4
WASSER;22.05.2013;MCPA;µg/L;0.006;94-74-6;Pestizide;24;1471.58;6;1;21.05.2013;6
WASSER;22.05.2013;Mecoprop;µg/L;0.007;7085-19-0;Pestizide;24;1471.58;7;1;21.05.2013;7
WASSER;22.05.2013;Metformin;µg/L;0.38;657-24-9;Arzneimittel;24;1471.58;380;1;21.05.2013;380
WASSER;22.05.2013;Metolachlor;µg/L;0.005;51218-45-2;Pestizide;24;1471.58;5;1;21.05.2013;5
WASSER;22.05.2013;Metolachlor-ESA;µg/L;0.009;171118-09-5;Metabolite;24;1471.58;9;1;21.05.2013;9
WASSER;22.05.2013;Metoprolol;µg/L;0.009;37350-58-6;Arzneimittel;24;1471.58;9;1;21.05.2013;9
WASSER;22.05.2013;N,N-Didesvenlafaxin;µg/L;0.36;93413-77-5;Metabolite;24;1471.58;360;1;21.05.2013;360
WASSER;22.05.2013;O,N-Didesvenlafaxin;µg/L;0.005;135308-74-6;Metabolite;24;1471.58;5;1;21.05.2013;5
WASSER;22.05.2013;Sulfamethoxazol;µg/L;0.012;723-46-6;Arzneimittel;24;1471.58;12;1;21.05.2013;12
WASSER;22.05.2013;Summe 4-Methylbenzotriazol und 5-Methylbenzotriazol;µg/L;0.085;29385-43-1;Einzelstoffe;24;1471.58;85;1;21.05.2013;85
WASSER;22.05.2013;Summe Terbutryn und Prometryn;µg/L;0.002;KEINE NUMMER MOEGLICH;Pestizide;24;1471.58;2;1;21.05.2013;2
WASSER;22.05.2013;Terbuthylazin;µg/L;0.004;5915-41-3;Pestizide;24;1471.58;4;1;21.05.2013;4
WASSER;22.05.2013;Tizanidin;µg/L;0.013;51322-75-9;Arzneimittel;24;1471.58;13;1;21.05.2013;13
WASSER;22.05.2013;Toluol-4-sulfonsäure;µg/L;0.021;104-15-4;Einzelstoffe;24;1471.58;21;1;21.05.2013;21
WASSER;22.05.2013;Valsartan;µg/L;0.041;137862-53-4;Arzneimittel;24;1471.58;41;1;21.05.2013;41
WASSER;22.05.2013;Venlafaxin;µg/L;0.008;93413-69-5;Arzneimittel;24;1471.58;8;1;21.05.2013;8
WASSER;22.05.2013;Surfynol 104;µg/L;0.041;126-86-3;Einzelstoffe;24;1471.58;41;1;21.05.2013;41
WASSER;04.06.2013;Stickstoff(gesamt);mg/L;1.5;;Summenparameter;336;1968.8;1.5;14;21.05.2013;0.107142857
WASSER;04.06.2013;TOC;mg/L;4.1;;Summenparameter;336;1968.8;4.1;14;21.05.2013;0.292857143
WASSER;23.05.2013;1,1,1-Trichlorethan;µg/L;0.001;71-55-6;LHKW;24;1546.21;1;1;22.05.2013;1
WASSER;23.05.2013;Chloroform;µg/L;0.024;67-66-3;LHKW;24;1546.21;24;1;22.05.2013;24
WASSER;23.05.2013;Dichlormethan;µg/L;0.05;75-09-2;LHKW;24;1546.21;50;1;22.05.2013;50
WASSER;23.05.2013;Hexachlorethan;µg/L;0.0004;67-72-1;LHKW;24;1546.21;0.4;1;22.05.2013;0.4
WASSER;23.05.2013;Tetrachlorethen;µg/L;0.013;127-18-4;LHKW;24;1546.21;13;1;22.05.2013;13
WASSER;23.05.2013;Tetrachlormethan;µg/L;0.001;56-23-5;LHKW;24;1546.21;1;1;22.05.2013;1
WASSER;23.05.2013;Trichlorethen;µg/L;0.005;79-01-6;LHKW;24;1546.21;5;1;22.05.2013;5
WASSER;23.05.2013;4-Formylaminoantipyrin;µg/L;0.023;1672-58-8;Metabolite;24;1546.21;23;1;22.05.2013;23
WASSER;23.05.2013;4-Trifluormethyl-phenol;µg/L;0.011;402-45-9;Einzelstoffe;24;1546.21;11;1;22.05.2013;11
WASSER;23.05.2013;Acesulfam;µg/L;0.83;33665-90-6;Suessstoffe;24;1546.21;830;1;22.05.2013;830
WASSER;23.05.2013;Atenololsäure;µg/L;0.037;56392-14-4;Metabolite;24;1546.21;37;1;22.05.2013;37
WASSER;23.05.2013;Benzotriazol;µg/L;0.15;95-14-7;Einzelstoffe;24;1546.21;150;1;22.05.2013;150
